,city,address,area,floor,name,price,province,rooms,toward,unit,year,origin_url
751,天津,第二大街-远洋琨庭开发区第二大街与太湖东路交口东侧,135㎡,中层（共15层）,远洋琨庭,252.88万,直辖市,3室2厅,南北向,18732元/㎡,2018年建,https://tj.esf.fang.com/chushou/3_243865736.htm
752,合肥,寿春中学-庐州大道与中山路交叉口,93㎡,中层（共30层）,佳源巴黎都市,168万,安徽,3室2厅,南北向,18065元/㎡,2016年建,https://hf.esf.fang.com/chushou/3_393850346.htm
753,合肥,寿春中学-庐州大道与中山路交叉口,93㎡,中层（共30层）,佳源巴黎都市,168万,安徽,3室2厅,南北向,18065元/㎡,2016年建,https://hf.esf.fang.com/chushou/3_393850346.htm
754,合肥,大杨镇-文一泰禾·合肥院子西二环董铺路与四里河路交口,155㎡,高层（共9层）,文一泰禾·合肥院子,245万,安徽,4室2厅,南北向,15806元/㎡,2019年建,https://hf.esf.fang.com/chushou/3_403641424.htm
755,合肥,大杨镇-文一泰禾·合肥院子西二环董铺路与四里河路交口,155㎡,高层（共9层）,文一泰禾·合肥院子,245万,安徽,4室2厅,南北向,15806元/㎡,2019年建,https://hf.esf.fang.com/chushou/3_403641424.htm
756,合肥,生态公园-淮海大道与大禹路交口西北角,76㎡,中层（共27层）,家天下北郡,90万,安徽,2室2厅,南北向,11842元/㎡,2019年建,https://hf.esf.fang.com/chushou/3_383522665.htm
757,合肥,生态公园-淮海大道与大禹路交口西北角,76㎡,中层（共27层）,家天下北郡,90万,安徽,2室2厅,南北向,11842元/㎡,2019年建,https://hf.esf.fang.com/chushou/3_383522665.htm
758,重庆,璧山-东林大道和东山路交汇处,101㎡,低层（共33层）,恒泰悦府,73.8万,直辖市,3室2厅,南北向,7307元/㎡,2019年建,https://cq.esf.fang.com/chushou/3_194690104.htm
759,重庆,璧山-东林大道和东山路交汇处,101㎡,低层（共33层）,恒泰悦府,73.8万,直辖市,3室2厅,南北向,7307元/㎡,2019年建,https://cq.esf.fang.com/chushou/3_194690104.htm
760,重庆,观音桥-龙湖佰乐街观音桥红旗河沟(红旗河沟轻轨站上行,35㎡,中层（共20层）,龙湖佰乐街,50万,直辖市,1室1厅,南向,14286元/㎡,2016年建,https://cq.esf.fang.com/chushou/3_194947328.htm
761,重庆,观音桥-龙湖佰乐街观音桥红旗河沟(红旗河沟轻轨站上行,35㎡,中层（共20层）,龙湖佰乐街,50万,直辖市,1室1厅,南向,14286元/㎡,2016年建,https://cq.esf.fang.com/chushou/3_194947328.htm
762,重庆,茶园新区-轻轨6号线刘家坪站旁,143㎡,中层（共8层）,首创·禧瑞山河,196万,直辖市,4室2厅,南北向,13706元/㎡,,https://cq.esf.fang.com/chushou/3_194940460.htm
763,重庆,茶园新区-轻轨6号线刘家坪站旁,143㎡,中层（共8层）,首创·禧瑞山河,196万,直辖市,4室2厅,南北向,13706元/㎡,,https://cq.esf.fang.com/chushou/3_194940460.htm
764,重庆,观音桥-江北区鲤鱼池三村44号,88.92㎡,高层（共33层）,青青雅舍,125万,直辖市,3室2厅,南向,14058元/㎡,2007年建,https://cq.esf.fang.com/chushou/3_194969899.htm
765,重庆,观音桥-江北区鲤鱼池三村44号,88.92㎡,高层（共33层）,青青雅舍,125万,直辖市,3室2厅,南向,14058元/㎡,2007年建,https://cq.esf.fang.com/chushou/3_194969899.htm
766,重庆,照母山-金山大道2号,145㎡,,恒大照母山御景半岛,285万,直辖市,,南向,19655元/㎡,,https://cq.esf.fang.com/chushou/10_192510558.htm
767,重庆,照母山-金山大道2号,145㎡,,恒大照母山御景半岛,285万,直辖市,,南向,19655元/㎡,,https://cq.esf.fang.com/chushou/10_192510558.htm
768,重庆,一号桥-一号桥双钢路,81㎡,中层（共12层）,双钢路小区,132万,直辖市,3室1厅,南向,16296元/㎡,1997年建,https://cq.esf.fang.com/chushou/3_194476069.htm
769,重庆,一号桥-一号桥双钢路,81㎡,中层（共12层）,双钢路小区,132万,直辖市,3室1厅,南向,16296元/㎡,1997年建,https://cq.esf.fang.com/chushou/3_194476069.htm
770,北京,固安-大广高速(固安出口)西侧,86㎡,中层（共21层）,永定河孔雀城剑桥郡,73万,直辖市,2室2厅,南北向,8488元/㎡,2015年建,https://bj.esf.fang.com/chushou/3_442053612.htm
771,北京,固安-大广高速(固安出口)西侧,86㎡,中层（共21层）,永定河孔雀城剑桥郡,73万,直辖市,2室2厅,南北向,8488元/㎡,2015年建,https://bj.esf.fang.com/chushou/3_442053612.htm
772,北京,四惠-远洋天地八里庄西里1号,138.68㎡,高层（共30层）,远洋天地,940万,直辖市,3室2厅,西南向,67782元/㎡,2002年建,https://bj.esf.fang.com/chushou/3_444705390.htm
773,北京,四惠-远洋天地八里庄西里1号,138.68㎡,高层（共30层）,远洋天地,940万,直辖市,3室2厅,西南向,67782元/㎡,2002年建,https://bj.esf.fang.com/chushou/3_444705390.htm
774,北京,梨园-荟萃南路与群芳中二街交叉点东北角,121.95㎡,中层（共11层）,久居雅园,475万,直辖市,2室2厅,南北向,38950元/㎡,2010年建,https://bj.esf.fang.com/chushou/3_442496437.htm
775,北京,梨园-荟萃南路与群芳中二街交叉点东北角,121.95㎡,中层（共11层）,久居雅园,475万,直辖市,2室2厅,南北向,38950元/㎡,2010年建,https://bj.esf.fang.com/chushou/3_442496437.htm
776,北京,科技园区-怡海花园恒泰园南四环西路129号,63.67㎡,低层（共6层）,怡海花园恒泰园,410万,直辖市,2室1厅,南北向,64395元/㎡,1997年建,https://bj.esf.fang.com/chushou/3_444827074.htm
777,北京,科技园区-怡海花园恒泰园南四环西路129号,63.67㎡,低层（共6层）,怡海花园恒泰园,410万,直辖市,2室1厅,南北向,64395元/㎡,1997年建,https://bj.esf.fang.com/chushou/3_444827074.htm
778,北京,亚运村-亚运村慧忠里第五大道对面,81㎡,中层（共6层）,卧龙小区,770万,直辖市,2室2厅,南向,95062元/㎡,1999年建,https://bj.esf.fang.com/chushou/3_441439338.htm
779,北京,亚运村-亚运村慧忠里第五大道对面,81㎡,中层（共6层）,卧龙小区,770万,直辖市,2室2厅,南向,95062元/㎡,1999年建,https://bj.esf.fang.com/chushou/3_441439338.htm
780,上海,顾村-沙浦路311弄14-42号(一期)、57-9,93㎡,中层（共17层）,绿地公园壹品,313万,直辖市,3室2厅,南北向,33656元/㎡,2012年建,https://sh.esf.fang.com/chushou/3_365812994.htm
781,上海,顾村-沙浦路311弄14-42号(一期)、57-9,93㎡,中层（共17层）,绿地公园壹品,313万,直辖市,3室2厅,南北向,33656元/㎡,2012年建,https://sh.esf.fang.com/chushou/3_365812994.htm
782,上海,浦江-永康城香樟苑盐铁塘路435弄,81.58㎡,中层（共18层）,永康城香樟苑,215万,直辖市,3室1厅,南向,26354元/㎡,2012年建,https://sh.esf.fang.com/chushou/3_371238474.htm
783,上海,浦江-永康城香樟苑盐铁塘路435弄,81.58㎡,中层（共18层）,永康城香樟苑,215万,直辖市,3室1厅,南向,26354元/㎡,2012年建,https://sh.esf.fang.com/chushou/3_371238474.htm
784,上海,浦江-闵驰一路302弄,60.8㎡,低层（共11层）,瑞和华苑北区,160万,直辖市,1室1厅,南向,26316元/㎡,2011年建,https://sh.esf.fang.com/chushou/3_369589500.htm
785,上海,浦江-闵驰一路302弄,60.8㎡,低层（共11层）,瑞和华苑北区,160万,直辖市,1室1厅,南向,26316元/㎡,2011年建,https://sh.esf.fang.com/chushou/3_369589500.htm
786,上海,金虹桥-荣信虹桥世嘉虹梅路2159弄,91.48㎡,中层（共24层）,荣信虹桥世嘉,710万,直辖市,2室2厅,南向,77613元/㎡,2016年建,https://sh.esf.fang.com/chushou/3_371484675.htm
787,上海,金虹桥-荣信虹桥世嘉虹梅路2159弄,91.48㎡,中层（共24层）,荣信虹桥世嘉,710万,直辖市,2室2厅,南向,77613元/㎡,2016年建,https://sh.esf.fang.com/chushou/3_371484675.htm
788,上海,大华-新村路789弄、新沪路197弄,94㎡,中层（共11层）,嘉华苑,530万,直辖市,2室2厅,南北向,56383元/㎡,2003年建,https://sh.esf.fang.com/chushou/3_364833814.htm
789,上海,大华-新村路789弄、新沪路197弄,94㎡,中层（共11层）,嘉华苑,530万,直辖市,2室2厅,南北向,56383元/㎡,2003年建,https://sh.esf.fang.com/chushou/3_364833814.htm
790,上海,大华-真华路1030弄,92㎡,低层（共12层）,大华铂金华府,620万,直辖市,2室2厅,南向,67391元/㎡,2010年建,https://sh.esf.fang.com/chushou/3_371044539.htm
791,上海,大华-真华路1030弄,92㎡,低层（共12层）,大华铂金华府,620万,直辖市,2室2厅,南向,67391元/㎡,2010年建,https://sh.esf.fang.com/chushou/3_371044539.htm
792,天津,鼓楼街-富力城天康园北马路与西马路交口东南角,88.55㎡,高层（共32层）,富力城天康园,427.4万,直辖市,2室1厅,南北向,48267元/㎡,2008年建,https://tj.esf.fang.com/chushou/3_243821091.htm
793,天津,鼓楼街-富力城天康园北马路与西马路交口东南角,88.55㎡,高层（共32层）,富力城天康园,427.4万,直辖市,2室1厅,南北向,48267元/㎡,2008年建,https://tj.esf.fang.com/chushou/3_243821091.htm
794,天津,武清-花样年花郡下朱庄街京津公路东侧,85㎡,低层（共15层）,花样年花郡,98万,直辖市,2室2厅,南北向,11529元/㎡,2018年建,https://tj.esf.fang.com/chushou/3_243723331.htm
795,天津,武清-花样年花郡下朱庄街京津公路东侧,85㎡,低层（共15层）,花样年花郡,98万,直辖市,2室2厅,南北向,11529元/㎡,2018年建,https://tj.esf.fang.com/chushou/3_243723331.htm
796,天津,鼓楼街-富力城天霖园西马路与南城街交口东北角,89.3㎡,中层（共30层）,富力城天霖园,420万,直辖市,2室2厅,南向,47032元/㎡,2011年建,https://tj.esf.fang.com/chushou/3_243751679.htm
797,天津,鼓楼街-富力城天霖园西马路与南城街交口东北角,89.3㎡,中层（共30层）,富力城天霖园,420万,直辖市,2室2厅,南向,47032元/㎡,2011年建,https://tj.esf.fang.com/chushou/3_243751679.htm
798,天津,向阳路-万科金色家园南开区长江道与冶金路交口东北角,105.86㎡,高层（共18层）,万科金色家园,375万,直辖市,2室1厅,南北向,35424元/㎡,2009年建,https://tj.esf.fang.com/chushou/3_243653835.htm
799,天津,向阳路-万科金色家园南开区长江道与冶金路交口东北角,105.86㎡,高层（共18层）,万科金色家园,375万,直辖市,2室1厅,南北向,35424元/㎡,2009年建,https://tj.esf.fang.com/chushou/3_243653835.htm
800,天津,精武镇-宾水西道与工一号路交口以南,165㎡,,金地藝墅家别墅,460万,直辖市,,北向,27879元/㎡,,https://tj.esf.fang.com/chushou/10_243053489.htm
801,天津,精武镇-宾水西道与工一号路交口以南,165㎡,,金地藝墅家别墅,460万,直辖市,,北向,27879元/㎡,,https://tj.esf.fang.com/chushou/10_243053489.htm
802,天津,东海街-九江里河西区小海地双水道与榆林路交口,49.5㎡,高层（共5层）,九江里,116万,直辖市,2室1厅,南向,23434元/㎡,1988年建,https://tj.esf.fang.com/chushou/3_243296248.htm
803,天津,东海街-九江里河西区小海地双水道与榆林路交口,49.5㎡,高层（共5层）,九江里,116万,直辖市,2室1厅,南向,23434元/㎡,1988年建,https://tj.esf.fang.com/chushou/3_243296248.htm
804,重庆,茄子溪-大渡口四达路,64㎡,中层（共27层）,申佳子溪庭院,46万,直辖市,2室1厅,西北向,7188元/㎡,2011年建,https://cq.esf.fang.com/chushou/3_194035431.htm
805,重庆,茄子溪-大渡口四达路,64㎡,中层（共27层）,申佳子溪庭院,46万,直辖市,2室1厅,西北向,7188元/㎡,2011年建,https://cq.esf.fang.com/chushou/3_194035431.htm
806,重庆,一号桥-重庆市渝中区北区路巴蜀路4号(巴蜀中学本部旁,58㎡,低层（共34层）,巴蜀剑桥,156万,直辖市,1室1厅,南北向,26897元/㎡,2006年建,https://cq.esf.fang.com/chushou/3_194021682.htm
807,重庆,一号桥-重庆市渝中区北区路巴蜀路4号(巴蜀中学本部旁,58㎡,低层（共34层）,巴蜀剑桥,156万,直辖市,1室1厅,南北向,26897元/㎡,2006年建,https://cq.esf.fang.com/chushou/3_194021682.htm
808,重庆,茶园新区-轻轨6号线刘家坪站旁,142㎡,中层（共8层）,首创·禧瑞山河,188万,直辖市,4室2厅,南北向,13239元/㎡,,https://cq.esf.fang.com/chushou/3_194940217.htm
809,重庆,茶园新区-轻轨6号线刘家坪站旁,142㎡,中层（共8层）,首创·禧瑞山河,188万,直辖市,4室2厅,南北向,13239元/㎡,,https://cq.esf.fang.com/chushou/3_194940217.htm
810,北京,亦庄-大兴亦庄开发区泰河一街(黄亦路与三海子东路交,89㎡,低层（共15层）,南海家园,272万,直辖市,2室2厅,南北向,30562元/㎡,2012年建,https://bj.esf.fang.com/chushou/3_439980195.htm
811,北京,亦庄-大兴亦庄开发区泰河一街(黄亦路与三海子东路交,89㎡,低层（共15层）,南海家园,272万,直辖市,2室2厅,南北向,30562元/㎡,2012年建,https://bj.esf.fang.com/chushou/3_439980195.htm
812,北京,固安-北京大兴野生动物园以南3公里路西,80㎡,中层（共25层）,永定河孔雀城英国宫,98.3万,直辖市,2室2厅,南北向,12288元/㎡,2017年建,https://bj.esf.fang.com/chushou/3_441655226.htm
813,北京,固安-北京大兴野生动物园以南3公里路西,80㎡,中层（共25层）,永定河孔雀城英国宫,98.3万,直辖市,2室2厅,南北向,12288元/㎡,2017年建,https://bj.esf.fang.com/chushou/3_441655226.htm
814,北京,双井-富力城D区北京市朝阳区东三环中路35号,107.91㎡,中层（共16层）,富力城D区,1038万,直辖市,2室2厅,南向,96191元/㎡,2006年建,https://bj.esf.fang.com/chushou/3_444742083.htm
815,北京,双井-富力城D区北京市朝阳区东三环中路35号,107.91㎡,中层（共16层）,富力城D区,1038万,直辖市,2室2厅,南向,96191元/㎡,2006年建,https://bj.esf.fang.com/chushou/3_444742083.htm
816,北京,燕山-岗南路和迎风街交汇处西南侧(燕山前进第二小学,82.62㎡,高层（共5层）,杏花西里,175万,直辖市,2室1厅,南北向,21181元/㎡,2000年建,https://bj.esf.fang.com/chushou/3_442756585.htm
817,北京,燕山-岗南路和迎风街交汇处西南侧(燕山前进第二小学,82.62㎡,高层（共5层）,杏花西里,175万,直辖市,2室1厅,南北向,21181元/㎡,2000年建,https://bj.esf.fang.com/chushou/3_442756585.htm
818,北京,次渠-永乐店小甸屯村百莱玛工业园对面,71㎡,高层（共22层）,K2十里春风住宅,185万,直辖市,2室2厅,南北向,26056元/㎡,2018年建,https://bj.esf.fang.com/chushou/3_437990303.htm
819,北京,次渠-永乐店小甸屯村百莱玛工业园对面,71㎡,高层（共22层）,K2十里春风住宅,185万,直辖市,2室2厅,南北向,26056元/㎡,2018年建,https://bj.esf.fang.com/chushou/3_437990303.htm
820,北京,世纪城-世纪城晨月园蓝靛厂中路西侧西顶路南侧蓝靛厂西,60.65㎡,高层（共17层）,世纪城晨月园,540万,直辖市,1室1厅,东北向,89035元/㎡,2007年建,https://bj.esf.fang.com/chushou/3_444846457.htm
821,北京,世纪城-世纪城晨月园蓝靛厂中路西侧西顶路南侧蓝靛厂西,60.65㎡,高层（共17层）,世纪城晨月园,540万,直辖市,1室1厅,东北向,89035元/㎡,2007年建,https://bj.esf.fang.com/chushou/3_444846457.htm
822,上海,金杨-罗山五村万德路50弄、万德路52弄、博山东路,61㎡,高层（共6层）,罗山五村,285万,直辖市,2室1厅,南北向,46721元/㎡,1998年建,https://sh.esf.fang.com/chushou/3_371494947.htm
823,上海,金杨-罗山五村万德路50弄、万德路52弄、博山东路,61㎡,高层（共6层）,罗山五村,285万,直辖市,2室1厅,南北向,46721元/㎡,1998年建,https://sh.esf.fang.com/chushou/3_371494947.htm
824,上海,大宁-沪太路903弄,156.92㎡,高层（共12层）,佳宁花园,825万,直辖市,3室2厅,南北向,52575元/㎡,2002年建,https://sh.esf.fang.com/chushou/3_362582223.htm
825,上海,大宁-沪太路903弄,156.92㎡,高层（共12层）,佳宁花园,825万,直辖市,3室2厅,南北向,52575元/㎡,2002年建,https://sh.esf.fang.com/chushou/3_362582223.htm
826,上海,南桥-富竹路1号,117.4㎡,低层（共7层）,秋月朗庭,418万,直辖市,3室2厅,南北向,35605元/㎡,2015年建,https://sh.esf.fang.com/chushou/3_370617081.htm
827,上海,南桥-富竹路1号,117.4㎡,低层（共7层）,秋月朗庭,418万,直辖市,3室2厅,南北向,35605元/㎡,2015年建,https://sh.esf.fang.com/chushou/3_370617081.htm
828,上海,康桥-秀沿路1028弄2支弄1-110号,134㎡,低层（共16层）,康桥半岛城中花园,530万,直辖市,3室2厅,南北向,39552元/㎡,,https://sh.esf.fang.com/chushou/3_365734263.htm
829,上海,康桥-秀沿路1028弄2支弄1-110号,134㎡,低层（共16层）,康桥半岛城中花园,530万,直辖市,3室2厅,南北向,39552元/㎡,,https://sh.esf.fang.com/chushou/3_365734263.htm
830,上海,罗店-罗迎路558弄,80.34㎡,中层（共6层）,顺驰美兰湖,260万,直辖市,2室2厅,南北向,32362元/㎡,2004年建,https://sh.esf.fang.com/chushou/3_351685001.htm
831,上海,罗店-罗迎路558弄,80.34㎡,中层（共6层）,顺驰美兰湖,260万,直辖市,2室2厅,南北向,32362元/㎡,2004年建,https://sh.esf.fang.com/chushou/3_351685001.htm
832,上海,通河-通河六村,37.12㎡,中层（共6层）,通河六村,168万,直辖市,1室1厅,南向,45259元/㎡,1997年建,https://sh.esf.fang.com/chushou/3_370438044.htm
833,上海,通河-通河六村,37.12㎡,中层（共6层）,通河六村,168万,直辖市,1室1厅,南向,45259元/㎡,1997年建,https://sh.esf.fang.com/chushou/3_370438044.htm
834,天津,广开街-级升里天津市南开区黄河道与富辛庄大街交口西北,64.7㎡,中层（共6层）,级升里,205万,直辖市,2室1厅,南北向,31685元/㎡,1990年建,https://tj.esf.fang.com/chushou/3_243769931.htm
835,天津,广开街-级升里天津市南开区黄河道与富辛庄大街交口西北,64.7㎡,中层（共6层）,级升里,205万,直辖市,2室1厅,南北向,31685元/㎡,1990年建,https://tj.esf.fang.com/chushou/3_243769931.htm
836,天津,东海街-怡林园河西区枫林路与浯水道交口,82.25㎡,高层（共6层）,怡林园,259万,直辖市,2室1厅,南北向,31489元/㎡,2005年建,https://tj.esf.fang.com/chushou/3_243873111.htm
837,天津,东海街-怡林园河西区枫林路与浯水道交口,82.25㎡,高层（共6层）,怡林园,259万,直辖市,2室1厅,南北向,31489元/㎡,2005年建,https://tj.esf.fang.com/chushou/3_243873111.htm
838,天津,瑞景居住区-北辰道北侧(儿童医院斜对过),85㎡,高层（共22层）,天房璟悦府,172万,直辖市,2室1厅,南北向,20235元/㎡,2018年建,https://tj.esf.fang.com/chushou/3_240528709.htm
839,天津,瑞景居住区-北辰道北侧(儿童医院斜对过),85㎡,高层（共22层）,天房璟悦府,172万,直辖市,2室1厅,南北向,20235元/㎡,2018年建,https://tj.esf.fang.com/chushou/3_240528709.htm
840,天津,静海-天津富力新城团泊湖东区仁爱西道与泽水北路交口,90㎡,高层（共24层）,天津富力新城,66万,直辖市,2室2厅,南向,7333元/㎡,2017年建,https://tj.esf.fang.com/chushou/3_243634432.htm
841,天津,静海-天津富力新城团泊湖东区仁爱西道与泽水北路交口,90㎡,高层（共24层）,天津富力新城,66万,直辖市,2室2厅,南向,7333元/㎡,2017年建,https://tj.esf.fang.com/chushou/3_243634432.htm
842,天津,陈塘庄-天津市河西区东江路57号,101.65㎡,中层（共6层）,四季馨园,322万,直辖市,2室1厅,南北向,31677元/㎡,2005年建,https://tj.esf.fang.com/chushou/3_240043672.htm
843,天津,陈塘庄-天津市河西区东江路57号,101.65㎡,中层（共6层）,四季馨园,322万,直辖市,2室1厅,南北向,31677元/㎡,2005年建,https://tj.esf.fang.com/chushou/3_240043672.htm
844,天津,东海街-河西区陵水道与梅林路交口,50.7㎡,低层（共6层）,川江里,158万,直辖市,2室1厅,南北向,31164元/㎡,1982年建,https://tj.esf.fang.com/chushou/3_240066177.htm
845,天津,东海街-河西区陵水道与梅林路交口,50.7㎡,低层（共6层）,川江里,158万,直辖市,2室1厅,南北向,31164元/㎡,1982年建,https://tj.esf.fang.com/chushou/3_240066177.htm
846,北京,方庄-丰台区方庄芳星园三区,60.35㎡,高层（共15层）,芳星园三区,390万,直辖市,2室1厅,南北向,64623元/㎡,1995年建,https://bj.esf.fang.com/chushou/3_442474457.htm
847,北京,方庄-丰台区方庄芳星园三区,60.35㎡,高层（共15层）,芳星园三区,390万,直辖市,2室1厅,南北向,64623元/㎡,1995年建,https://bj.esf.fang.com/chushou/3_442474457.htm
848,北京,燕郊-北京东燕郊经济技术开发区燕顺路东侧,34㎡,高层（共25层）,首尔甜城,63万,直辖市,2室2厅,南北向,18529元/㎡,2014年建,https://bj.esf.fang.com/chushou/3_441647526.htm
849,北京,燕郊-北京东燕郊经济技术开发区燕顺路东侧,34㎡,高层（共25层）,首尔甜城,63万,直辖市,2室2厅,南北向,18529元/㎡,2014年建,https://bj.esf.fang.com/chushou/3_441647526.htm
850,北京,燕郊-北京东燕郊经济技术开发区燕顺路东侧,40㎡,中层（共19层）,首尔甜城,63万,直辖市,2室2厅,南北向,15750元/㎡,2014年建,https://bj.esf.fang.com/chushou/3_441647528.htm
851,北京,燕郊-北京东燕郊经济技术开发区燕顺路东侧,40㎡,中层（共19层）,首尔甜城,63万,直辖市,2室2厅,南北向,15750元/㎡,2014年建,https://bj.esf.fang.com/chushou/3_441647528.htm
852,北京,清河-西小口路与前屯路交汇处西行140米路南,51.6㎡,中层（共18层）,莱镇香格里,375万,直辖市,1室1厅,南向,72674元/㎡,2010年建,https://bj.esf.fang.com/chushou/3_442008473.htm
853,北京,清河-西小口路与前屯路交汇处西行140米路南,51.6㎡,中层（共18层）,莱镇香格里,375万,直辖市,1室1厅,南向,72674元/㎡,2010年建,https://bj.esf.fang.com/chushou/3_442008473.htm
854,北京,上地-肖家河东村1号,126.94㎡,中层（共6层）,七彩华园,990万,直辖市,3室2厅,南北向,77990元/㎡,2004年建,https://bj.esf.fang.com/chushou/3_440279741.htm
855,北京,上地-肖家河东村1号,126.94㎡,中层（共6层）,七彩华园,990万,直辖市,3室2厅,南北向,77990元/㎡,2004年建,https://bj.esf.fang.com/chushou/3_440279741.htm
856,北京,"北七家-北五环外紧邻立汤路,北七家建材城向北第一个路",498㎡,,温哥华森林,1600万,直辖市,,北向,32129元/㎡,,https://bj.esf.fang.com/chushou/10_439468841.htm
857,北京,"北七家-北五环外紧邻立汤路,北七家建材城向北第一个路",498㎡,,温哥华森林,1600万,直辖市,,北向,32129元/㎡,,https://bj.esf.fang.com/chushou/10_439468841.htm
858,上海,江桥-临夏路1000弄,72㎡,低层（共6层）,富友嘉园,265万,直辖市,2室2厅,南北向,36806元/㎡,2004年建,https://sh.esf.fang.com/chushou/3_364053516.htm
859,上海,江桥-临夏路1000弄,72㎡,低层（共6层）,富友嘉园,265万,直辖市,2室2厅,南北向,36806元/㎡,2004年建,https://sh.esf.fang.com/chushou/3_364053516.htm
860,上海,浦江-江航路378弄、浦连路439弄,74.6㎡,中层（共18层）,浦江丽都,230万,直辖市,2室2厅,南北向,30831元/㎡,2010年建,https://sh.esf.fang.com/chushou/3_366230922.htm
861,上海,浦江-江航路378弄、浦连路439弄,74.6㎡,中层（共18层）,浦江丽都,230万,直辖市,2室2厅,南北向,30831元/㎡,2010年建,https://sh.esf.fang.com/chushou/3_366230922.htm
862,上海,南京西路-西康路501弄、武定路650号,158.4㎡,高层（共39层）,静安豪景苑,2000万,直辖市,4室2厅,南向,126263元/㎡,2015年建,https://sh.esf.fang.com/chushou/3_361933265.htm
863,上海,南京西路-西康路501弄、武定路650号,158.4㎡,高层（共39层）,静安豪景苑,2000万,直辖市,4室2厅,南向,126263元/㎡,2015年建,https://sh.esf.fang.com/chushou/3_361933265.htm
864,上海,三林-恒大翰城瀚锦苑洪山路1889弄,115.1㎡,中层（共11层）,恒大翰城瀚锦苑,690万,直辖市,3室2厅,南向,59948元/㎡,2003年建,https://sh.esf.fang.com/chushou/3_371434827.htm
865,上海,三林-恒大翰城瀚锦苑洪山路1889弄,115.1㎡,中层（共11层）,恒大翰城瀚锦苑,690万,直辖市,3室2厅,南向,59948元/㎡,2003年建,https://sh.esf.fang.com/chushou/3_371434827.htm
866,上海,金杨-博山东路553弄、博山东路555弄、枣庄路2,110.94㎡,高层（共5层）,黄山始信苑,720万,直辖市,2室2厅,南北向,64900元/㎡,1999年建,https://sh.esf.fang.com/chushou/3_363068052.htm
867,上海,金杨-博山东路553弄、博山东路555弄、枣庄路2,110.94㎡,高层（共5层）,黄山始信苑,720万,直辖市,2室2厅,南北向,64900元/㎡,1999年建,https://sh.esf.fang.com/chushou/3_363068052.htm
868,上海,西郊-虹桥路2222弄33号,139.5㎡,高层（共8层）,王子公寓,650万,直辖市,3室2厅,南北向,46595元/㎡,2000年建,https://sh.esf.fang.com/chushou/3_363907328.htm
869,上海,西郊-虹桥路2222弄33号,139.5㎡,高层（共8层）,王子公寓,650万,直辖市,3室2厅,南北向,46595元/㎡,2000年建,https://sh.esf.fang.com/chushou/3_363907328.htm
870,天津,体育中心街-时代奥城南开区宾水西道与水上东路交口西南侧,92.23㎡,低层（共18层）,时代奥城,326万,直辖市,2室2厅,南向,35346元/㎡,2009年建,https://tj.esf.fang.com/chushou/3_240808424.htm
871,天津,体育中心街-时代奥城南开区宾水西道与水上东路交口西南侧,92.23㎡,低层（共18层）,时代奥城,326万,直辖市,2室2厅,南向,35346元/㎡,2009年建,https://tj.esf.fang.com/chushou/3_240808424.htm
872,天津,工农村-塘沽厦门路与云山道交口,141㎡,高层（共8层）,融科贻锦台,250万,直辖市,3室2厅,南北向,17730元/㎡,2011年建,https://tj.esf.fang.com/chushou/3_239645126.htm
873,天津,工农村-塘沽厦门路与云山道交口,141㎡,高层（共8层）,融科贻锦台,250万,直辖市,3室2厅,南北向,17730元/㎡,2011年建,https://tj.esf.fang.com/chushou/3_239645126.htm
874,天津,东海街-小海地浯水道与枫林路交口,51.17㎡,中层（共6层）,博林园,190万,直辖市,1室1厅,南向,37131元/㎡,,https://tj.esf.fang.com/chushou/3_239410447.htm
875,天津,东海街-小海地浯水道与枫林路交口,51.17㎡,中层（共6层）,博林园,190万,直辖市,1室1厅,南向,37131元/㎡,,https://tj.esf.fang.com/chushou/3_239410447.htm
876,天津,八里台镇-八里台镇天嘉湖,87㎡,高层（共33层）,星耀五洲,79万,直辖市,3室1厅,南向,9080元/㎡,2012年建,https://tj.esf.fang.com/chushou/3_234606180.htm
877,天津,八里台镇-八里台镇天嘉湖,87㎡,高层（共33层）,星耀五洲,79万,直辖市,3室1厅,南向,9080元/㎡,2012年建,https://tj.esf.fang.com/chushou/3_234606180.htm
878,天津,中新生态城-中新生态城和顺路与和畅路交口,135㎡,低层（共6层）,宜禾红橡公园,258万,直辖市,3室2厅,南北向,19111元/㎡,2016年建,https://tj.esf.fang.com/chushou/3_240145209.htm
879,天津,中新生态城-中新生态城和顺路与和畅路交口,135㎡,低层（共6层）,宜禾红橡公园,258万,直辖市,3室2厅,南北向,19111元/㎡,2016年建,https://tj.esf.fang.com/chushou/3_240145209.htm
880,天津,春华街-万春花园新开路与华龙道交口西北角,85.37㎡,高层（共11层）,万春花园,263万,直辖市,2室1厅,南向,30807元/㎡,2005年建,https://tj.esf.fang.com/chushou/3_240808657.htm
881,天津,春华街-万春花园新开路与华龙道交口西北角,85.37㎡,高层（共11层）,万春花园,263万,直辖市,2室1厅,南向,30807元/㎡,2005年建,https://tj.esf.fang.com/chushou/3_240808657.htm
882,北京,"芍药居-文学馆路,中煤信息大厦西北侧,北京市朝阳区芍",60.2㎡,中层（共7层）,芍药居北里,528万,直辖市,1室2厅,南北向,87708元/㎡,1998年建,https://bj.esf.fang.com/chushou/3_442567076.htm
